,,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
dpto_merger_str,circuito,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,
la plata,0460,2,2032,1923,1923,1558,1437,1465,751,740,808,358,308,352,120,123,89,50,31,35,69,62,78,106,135
puan,0780,2,1914,1893,1893,1565,1396,1446,807,758,883,331,165,172,169,154,114,162,91,63,84,71,84,136,39
baradero,0107,2,1063,2398,2396,834,1548,1850,233,456,640,311,537,535,147,311,270,101,158,110,112,109,62,58,32
la plata,0471,2,1943,1900,1900,1573,1173,1468,608,625,751,385,348,388,269,140,113,73,48,32,87,71,87,103,132
lincoln,0566,2,1900,1880,1880,1619,1179,1233,827,803,968,488,258,327,186,163,121,87,43,21,37,53,12,18,12
san vicente,0926,2,1241,2259,2259,592,1516,1560,234,405,644,348,590,642,323,376,270,113,152,222,41,78,34,59,37
general villegas,0415,2,1853,1832,1832,1491,1273,1366,624,520,705,126,132,154,570,447,394,118,55,62,61,28,14,20,10
nueve de julio,0703,2,1862,1806,1806,1543,1068,1415,656,655,804,514,318,370,152,162,110,147,35,46,66,59,23,26,29
exaltacion de la cruz,0294,2,1299,1963,1963,1105,1482,1570,449,537,678,333,464,478,173,201,137,80,133,135,52,62,39,64,33
mercedes,0643,2,1618,1787,1787,1366,1385,1424,305,371,490,589,532,577,226,188,131,138,75,62,78,96,45,63,59
pehuajo,0739,2,1973,1613,1961,1327,927,1231,584,565,843,433,297,378,337,167,139,187,84,78,24,38,16,37,46
san fernando,0875,2,1667,1727,1727,1374,1373,1405,485,588,715,244,231,279,469,335,245,57,44,33,52,47,49,80,56
avellaneda,0031,2,1343,2463,2462,1105,1302,1476,405,394,477,302,291,327,216,169,113,54,28,43,36,35,42,70,59
lincoln,0563,2,1709,1686,1686,1468,1277,1338,651,597,734,425,283,293,193,198,168,140,92,48,58,59,14,35,31
coronel dorrego,0238,2,1727,1699,1699,1417,1309,1353,648,613,728,335,320,350,173,180,126,147,78,74,65,47,16,25,11
coronel suarez,0253,2,1680,1685,1683,1398,1339,1360,493,317,415,422,226,330,194,199,225,232,456,274,30,35,35,56,24
adolfo gonzales chaves,0427,2,1735,1666,1666,1512,1021,1373,355,405,530,602,389,444,188,207,174,314,200,170,32,27,7,25,25
la plata,0462,2,1808,1770,1770,1363,1254,1324,749,706,823,220,192,249,99,106,75,35,36,31,63,54,65,84,88
pehuajo,0741,2,1680,1680,1679,1380,1255,1339,563,578,706,360,305,422,296,245,106,122,65,51,30,41,9,15,11
tordillo,0951,2,1734,1521,1515,1541,1233,1320,334,397,566,572,397,417,433,260,199,177,115,93,11,17,6,9,7
san pedro,0914,2,1751,1965,1614,1439,1209,993,488,521,544,471,418,440,226,229,123,175,22,60,84,47,16,14,20
malvinas argentinas,0399C,2,1514,1699,1697,1303,1334,1385,163,254,337,546,572,638,335,284,217,125,63,50,54,68,50,66,45
veinticinco de mayo,0984,2,1608,1635,1634,1331,1281,1322,630,723,819,274,220,231,267,162,117,125,76,62,70,67,13,25,13
lujan,0603,2,1278,1799,1799,1086,1397,1429,213,304,414,408,518,483,233,239,207,99,111,116,83,133,38,56,34
mar chiquita,0622B,2,1490,1737,1737,1218,1262,1331,489,512,682,390,327,361,182,183,120,62,49,46,87,60,35,59,43
coronel suarez,0258B,2,1494,1662,1658,1286,1348,1084,491,279,383,359,294,374,221,209,245,161,440,275,45,47,28,42,20
loberia,0572,2,1595,1578,1578,1327,1217,1255,646,664,766,327,262,253,202,172,132,106,27,25,45,46,18,25,25
tornquist,0955,2,1511,1586,1584,1253,1249,1112,510,543,629,368,179,196,207,167,139,117,64,58,200,182,28,31,19
general guido,0326,2,1498,1534,1529,990,1231,1260,623,759,751,230,141,177,196,62,63,199,128,100,82,118,19,25,21
salto,0855,2,1701,1338,1686,1070,993,1306,590,502,796,333,132,257,249,117,83,104,66,58,72,66,20,46,29
tres arroyos,0973A,2,1520,1610,1610,1200,1128,1203,428,352,565,355,283,304,252,186,183,105,57,80,28,25,18,32,25
pergamino,0751,2,1458,1484,1481,1236,1176,1198,620,619,728,221,185,210,243,132,108,92,74,37,73,60,25,48,26
general alvarado,0307,2,1518,1491,1492,1217,1151,1178,545,645,725,206,135,136,298,179,187,130,121,84,12,25,15,20,18
la plata,0461,2,1672,1570,1569,1248,898,1163,652,627,697,229,191,214,105,111,79,57,16,27,53,52,63,87,97
mar chiquita,0622,2,1288,1803,1800,1118,1108,1224,428,398,508,455,296,335,102,125,104,73,55,64,35,28,28,43,25
bolivar,0133,2,1501,1439,1435,1258,1083,1152,501,452,538,406,171,105,197,130,80,99,72,55,185,351,4,19,28
guamini,0432,2,1049,1623,1621,920,1241,1026,373,603,628,338,350,417,73,129,128,99,93,68,25,33,8,25,15
pehuajo,0738,2,1387,1368,1367,1174,1072,1104,354,423,514,391,303,343,274,203,143,117,59,45,20,43,8,16,10
lincoln,0561,2,1334,1397,1397,1155,1071,1101,441,413,530,422,341,341,190,150,114,72,71,25,38,60,13,29,8
coronel de marina l. rosales,0249A,2,1476,1538,1538,1169,920,681,492,593,714,242,184,181,198,151,115,75,51,82,54,72,31,38,29
junin,0445,2,869,1576,1925,675,1165,1204,192,346,554,202,372,557,145,167,158,102,116,59,71,69,24,49,15
general pinto,0357,2,1346,1341,1340,896,1095,1137,278,320,397,488,207,203,225,444,445,113,57,46,20,23,11,17,26
coronel de marina l. rosales,0248F,2,1523,1496,1498,1015,960,991,653,644,769,83,47,43,158,115,88,83,58,45,16,27,16,13,12
san nicolas,0907,2,1161,1309,1307,995,1038,1053,192,241,317,399,375,430,228,160,139,133,126,75,67,52,25,38,27
ramallo,0800,2,937,1418,1417,811,1092,1137,205,234,359,351,476,482,128,153,130,100,89,76,42,49,9,28,16
la plata,0472,2,1415,1018,1368,1114,759,1026,474,333,490,258,163,260,130,75,70,44,17,40,42,45,62,111,101
chacabuco,0190,2,1243,1228,1226,1051,690,1002,583,586,654,226,123,170,123,122,83,73,20,28,61,38,21,22,16
san nicolas,0908,2,1182,1234,1232,1004,990,993,208,313,381,355,221,338,243,130,98,90,43,57,62,76,36,42,37
rivadavia,0817,2,1242,1222,1222,612,952,1017,458,381,480,153,157,166,322,253,233,87,85,54,45,49,4,31,14
pergamino,0753,2,1242,1223,1221,868,838,830,471,425,500,310,140,209,135,76,67,67,119,25,162,135,11,24,22
general villegas,0418,2,1207,1187,1187,1003,864,902,366,333,473,93,80,91,419,289,259,99,29,21,67,36,8,21,12
baradero,0113,2,1140,1050,1216,961,841,983,245,200,340,451,361,370,137,128,110,103,55,82,33,56,9,15,8
san andres de giles,0864,2,1286,1050,1218,793,787,961,192,223,260,422,289,385,293,123,193,155,65,67,58,51,6,5,7
saladillo,0849,2,1232,1212,1210,698,889,910,328,355,476,276,255,266,196,145,75,140,45,38,36,31,14,21,22
junin,0446,2,871,1392,1392,663,941,991,219,392,469,178,229,278,135,150,129,89,58,43,46,43,15,34,10
general pinto,0359,2,1129,1110,1109,958,862,902,418,420,482,263,99,61,149,193,296,82,39,34,16,16,75,9,15
rivadavia,0820,2,1152,1171,1171,666,884,915,427,451,524,98,135,131,345,174,159,91,55,49,33,33,8,16,6
san antonio de areco,0870,2,1179,1050,1187,1051,564,998,260,252,386,333,315,378,166,129,102,98,47,31,58,62,10,23,14
adolfo alsina,0005,2,1194,1128,1126,969,848,843,623,532,606,171,87,113,83,82,66,68,60,28,22,22,5,8,7
general villegas,0413,2,1125,1097,1097,961,844,860,384,342,457,107,133,126,330,260,196,127,48,49,27,18,7,11,7
general viamonte,0408,2,350,1289,1639,297,1042,1370,103,445,705,91,279,421,10,146,116,37,45,41,64,60,17,25,6
rojas,0830,2,1134,1105,1105,678,866,905,533,526,604,165,142,157,142,117,77,105,20,23,24,29,7,11,9
general las heras,0548,2,1010,1079,1079,875,876,935,137,192,246,386,318,380,236,206,195,79,67,54,31,26,15,27,16
pergamino,0749,2,1059,1095,1093,898,859,875,416,388,502,228,170,188,147,95,83,50,8,5,86,59,11,27,12
bragado,0137,2,1047,1077,1077,879,847,860,311,234,304,368,315,343,100,101,56,67,29,31,114,93,17,32,23
lincoln,0564,2,1069,1046,1046,945,554,877,338,342,456,366,234,224,135,129,113,70,41,21,40,41,11,20,16
punta indio,0613A,2,1005,1044,1044,828,798,827,304,378,413,318,264,286,94,58,42,91,33,46,17,16,15,23,14
la plata,0463,2,1081,1050,1051,874,778,808,462,466,529,138,124,133,84,62,50,24,14,17,39,27,32,50,64
general lavalle,0338A,2,919,1057,1057,809,755,881,257,305,389,171,186,197,288,180,202,75,28,40,15,23,12,16,11
coronel pringles,0243,2,1023,991,991,834,750,789,259,393,416,241,173,219,171,77,80,131,63,46,13,17,6,9,7
junin,0450,2,961,967,966,809,765,791,385,358,423,158,149,164,187,174,146,54,23,16,34,28,4,11,11
olavarria,0714,2,923,1024,1023,745,765,787,216,227,313,229,259,249,153,113,90,103,64,42,44,50,32,36,22
general paz,0351,2,961,926,924,836,747,766,257,303,344,306,214,228,197,125,123,60,58,30,18,23,10,16,7
puan,0777,2,1001,961,961,830,726,734,431,413,462,160,96,97,75,95,85,92,23,18,23,21,44,48,39
rojas,0827,2,955,934,934,817,749,756,340,322,442,226,136,144,135,168,86,85,45,35,43,31,7,17,7
canuelas,0159,2,1094,829,1177,827,359,897,246,225,408,316,111,301,153,84,84,54,14,20,38,56,24,28,35
pergamino,0756,2,1000,1001,999,804,496,788,364,385,490,166,135,152,163,91,73,58,34,9,43,30,14,15,20
junin,0451,2,931,964,964,769,729,777,259,286,394,192,203,220,185,94,75,89,46,28,28,30,17,18,18
lobos,0578,2,945,933,933,786,703,741,451,442,504,128,91,100,105,70,61,72,30,23,33,33,12,19,8
guamini,0434,2,912,911,910,786,697,753,244,256,323,330,213,238,115,116,113,84,74,55,11,9,7,14,6
general guido,0327,2,937,905,903,803,671,733,316,341,364,268,145,195,78,40,42,112,73,39,53,68,4,22,10
san fernando,0882A,2,1103,1111,1111,685,593,625,198,183,272,218,147,167,154,116,87,74,45,33,56,51,14,15,17
patagones,0733,2,856,919,919,712,726,761,308,338,428,192,156,171,128,128,81,62,49,35,18,25,4,13,11
mercedes,0644,2,958,895,895,767,660,687,231,273,327,251,146,166,158,118,99,83,30,21,47,51,17,20,24
tres arroyos,0975,2,896,1064,1064,155,753,774,229,290,344,167,138,175,161,152,118,71,70,47,25,33,53,52,33
coronel dorrego,0237,2,865,882,882,730,687,702,232,252,297,252,218,220,60,75,73,161,59,51,54,42,4,14,13
brandsen,0151,2,813,894,892,698,699,726,274,283,351,218,212,230,95,93,62,71,39,30,26,24,18,29,19
saavedra,0842,2,870,862,861,728,701,705,345,353,417,141,125,130,112,129,104,68,24,14,27,17,10,14,13
salto,0857,2,668,1004,1002,554,737,772,196,304,403,162,147,169,102,142,102,59,64,52,51,39,9,7,13
san pedro,0915,2,680,1261,909,270,906,697,212,368,366,123,190,151,93,170,73,57,16,50,43,31,13,17,1
trenque lauquen,0958,2,871,923,922,683,644,660,203,185,295,194,178,190,106,175,87,164,48,42,32,27,7,16,6
pergamino,0754A,2,925,701,942,773,533,752,372,321,461,197,79,114,94,51,76,74,35,45,30,34,6,17,16
la plata,0498,2,885,966,966,721,254,730,177,215,275,307,228,270,150,110,75,61,33,37,52,49,14,24,16
general paz,0348,2,809,825,823,713,659,705,235,265,333,277,232,258,91,95,68,31,18,17,29,18,11,10,40
san andres de giles,0863,2,825,835,835,710,666,678,242,291,326,197,140,190,151,113,83,78,45,41,25,28,10,10,15
nueve de julio,0699,2,859,824,824,698,650,617,264,275,307,215,189,169,116,86,57,51,46,28,27,38,11,17,19
veinticinco de mayo,0988,2,824,787,785,690,598,635,268,295,353,139,151,161,163,74,64,105,39,39,11,12,7,6,8
san antonio de areco,0869,2,778,764,764,682,609,654,316,275,355,212,153,174,75,84,65,63,20,18,41,22,12,20,8
magdalena,0605,2,773,701,790,660,570,643,217,210,300,172,167,189,161,80,69,69,38,19,36,27,14,36,21
junin,0447,2,541,907,907,451,647,699,149,251,310,128,181,216,100,95,77,56,48,36,28,32,2,19,9
pergamino,0759,2,808,840,839,680,381,398,292,287,362,199,166,179,106,68,72,49,22,9,50,27,8,19,14
pergamino,0755,2,744,786,785,617,593,604,293,317,371,144,98,92,90,58,51,35,50,20,25,42,4,24,24
pergamino,0758,2,778,744,742,644,559,597,276,304,367,153,95,116,123,81,61,64,32,20,20,16,7,16,8
nueve de julio,0698,2,709,674,674,598,531,537,156,155,191,240,191,189,85,115,101,69,38,36,16,15,3,3,10
florentino ameghino,0362,2,661,662,662,579,536,552,269,248,327,250,40,66,36,127,63,18,6,8,95,81,3,6,2
carlos tejedor,0172,2,672,650,650,606,514,539,212,149,196,252,179,201,38,76,41,88,73,57,16,29,5,11,6
navarro,0676,2,862,591,590,702,455,461,249,197,221,278,145,137,96,37,29,67,24,31,30,34,4,6,4
tandil,0940,2,684,699,697,565,509,528,224,216,280,133,94,93,111,77,79,72,31,18,54,37,9,20,9
navarro,0681,2,744,689,688,590,474,504,167,167,200,255,177,204,102,44,39,49,24,11,46,27,7,17,14
suipacha,0931,2,704,705,702,605,526,412,256,201,246,234,182,185,53,40,46,15,7,5,26,48,3,4,3
alberti,0014,2,647,632,631,567,527,552,250,234,281,176,39,43,70,42,22,58,32,31,161,163,8,11,5
punta indio,0613B,2,639,690,690,521,515,553,169,182,228,264,234,255,32,35,17,41,16,14,15,11,14,28,5
san pedro,0920,2,666,650,648,570,517,530,249,212,273,144,138,165,93,99,39,64,22,22,14,18,4,8,12
salto,0856,2,619,656,654,527,535,550,236,239,309,118,80,92,102,104,46,51,38,33,56,55,8,14,12
lobos,0577,2,691,634,633,568,472,515,322,303,347,134,83,97,53,35,34,45,16,12,16,17,7,8,4
salliquelo,0746A,2,632,614,612,542,509,522,255,221,257,165,125,150,57,64,41,59,64,58,18,8,1,7,1
monte,0661,2,673,682,680,557,265,531,145,182,225,163,144,174,191,105,67,45,33,24,23,29,5,12,8
puan,0782,2,528,696,696,441,534,547,251,327,348,70,54,65,48,69,78,48,18,5,12,18,22,32,13
lujan,0601,2,349,817,817,273,601,616,104,217,304,80,183,163,55,71,57,14,47,24,31,39,18,26,7
general villegas,0420,2,615,615,615,532,499,502,221,229,286,70,47,62,175,80,104,47,27,17,97,22,6,9,5
tres arroyos,0969,2,649,627,627,515,481,493,98,138,162,140,88,87,189,152,159,64,58,54,21,19,12,7,14
bartolome mitre,0118,2,633,618,617,529,478,499,218,232,281,167,84,105,82,60,39,47,28,29,44,32,5,12,6
chascomus,0202,2,907,350,677,484,281,562,219,103,240,227,77,155,153,44,73,130,31,62,10,14,6,18,13
general la madrid,0334,2,643,606,606,535,466,497,182,181,238,203,161,172,58,60,43,77,17,19,16,11,8,9,4
bragado,0140,2,646,600,600,556,448,477,263,181,244,203,164,153,42,51,41,39,19,13,24,21,6,5,4
chacabuco,0198,2,622,612,612,521,483,491,214,263,287,201,78,113,70,33,11,28,21,18,46,55,3,6,3
ramallo,0804,2,646,593,593,544,463,476,219,201,260,136,93,98,116,106,71,49,33,20,9,16,6,8,9
balcarce,0099,2,631,634,634,499,470,478,197,203,268,94,80,65,130,91,71,59,42,17,26,44,8,13,9
veinticinco de mayo,0991,2,601,592,591,517,451,505,181,191,257,190,149,174,95,41,34,46,20,13,28,18,7,9,8
lincoln,0559,2,604,591,591,509,453,476,233,192,237,170,114,145,57,87,53,35,30,6,18,19,2,13,6
carlos casares,0165,2,594,581,580,502,450,483,203,195,243,152,54,51,73,65,43,58,41,25,75,116,5,4,5
san fernando,0881,2,829,793,793,473,266,333,106,69,101,172,87,105,81,48,43,92,42,39,18,27,14,18,13
daireaux,0180,2,552,556,554,500,449,480,289,230,284,126,93,109,35,62,37,45,29,30,17,14,5,4,4
adolfo alsina,0007,2,616,577,576,477,406,430,273,190,218,99,74,92,39,71,66,50,30,24,21,19,8,10,7
tornquist,0955B,2,552,565,563,465,448,456,216,209,238,134,86,94,39,34,25,23,15,8,46,50,36,34,34
nueve de julio,0701,2,590,545,545,486,409,431,240,196,238,132,127,126,65,57,31,40,12,11,8,19,4,6,5
general pinto,0360,2,674,325,674,303,272,587,221,98,278,193,40,108,118,96,148,49,15,25,8,12,4,16,6
olavarria,0718,2,544,538,536,438,429,447,105,79,117,177,174,184,106,112,95,42,21,15,18,26,6,9,6
carlos tejedor,0170,2,541,523,523,481,406,410,201,156,211,210,92,94,22,56,26,33,29,17,39,46,15,15,10
san andres de giles,0861,2,506,527,527,438,422,447,162,201,223,102,76,98,107,66,76,44,24,20,14,13,8,17,8
carmen de areco,0176,2,598,588,587,196,414,452,149,164,204,172,94,133,66,49,27,79,59,21,22,31,4,7,2
necochea,0688,2,643,593,593,208,392,420,187,191,224,112,94,96,86,57,57,54,21,18,11,16,2,5,7
tres arroyos,0973,2,513,517,517,432,413,425,153,138,172,109,106,104,110,98,97,47,45,33,15,11,7,2,4
necochea,0692,2,580,573,573,176,392,437,235,190,258,92,86,91,75,70,58,38,16,19,7,6,2,5,3
saavedra,0841,2,528,517,515,416,400,423,156,181,210,129,90,106,73,74,73,34,20,12,4,7,6,3,5
general alvarado,0308,2,495,561,561,378,393,417,112,128,178,109,115,116,84,76,73,47,27,15,9,15,9,19,13
saavedra,0843,2,520,508,507,435,392,408,202,219,254,104,77,61,38,60,57,40,14,10,5,8,4,12,9
saladillo,0849A,2,533,512,511,415,387,399,205,192,235,51,52,62,81,84,60,58,20,13,11,11,7,11,6
tornquist,0954,2,492,527,525,395,391,388,231,219,244,65,16,22,44,27,19,41,18,17,89,72,10,14,10
patagones,0731A,2,536,593,593,419,377,173,204,209,266,126,110,107,54,39,22,22,2,6,2,4,2,7,2
la matanza,0635F,2,0,614,964,0,432,704,0,114,217,0,179,329,0,62,78,0,22,6,19,32,17,40,0
navarro,0683,2,485,469,468,410,383,406,171,144,171,145,80,86,61,29,34,34,21,15,96,88,3,6,3
bartolome mitre,0120,2,470,482,480,410,394,394,181,215,236,97,76,73,79,35,36,31,13,12,36,29,3,8,6
nueve de julio,0700,2,568,557,557,443,222,246,170,157,223,105,71,77,101,84,53,53,18,17,8,10,7,16,11
la plata,0508G,2,467,520,519,382,375,386,89,82,112,199,146,170,66,59,41,0,18,23,27,29,8,9,8
maipu,0616,2,471,484,482,386,369,395,192,151,189,100,52,76,56,97,95,35,47,18,6,2,3,15,3
exaltacion de la cruz,0297,2,561,350,538,461,261,435,135,97,185,157,60,119,84,19,30,57,66,61,5,16,5,9,7
carlos casares,0167,2,507,499,497,436,403,115,141,148,168,192,35,39,40,37,22,45,27,13,143,162,2,10,6
general villegas,0419,2,507,474,474,413,321,362,156,100,159,63,34,38,145,95,125,32,20,20,36,13,5,7,6
puan,0779,2,470,456,456,394,356,367,272,259,276,48,23,26,25,44,40,36,7,4,5,12,6,8,6
junin,0452,2,452,445,445,388,364,366,191,189,234,68,38,56,100,98,59,23,10,5,8,9,1,3,2
san nicolas,0909,2,504,490,490,422,373,117,137,178,213,97,45,56,122,96,70,44,18,19,13,18,4,15,7
rivadavia,0816,2,454,445,445,386,352,362,186,169,192,33,36,49,122,108,88,34,20,12,11,17,1,4,4
lincoln,0567A,2,473,462,462,304,347,366,217,192,252,91,62,66,51,32,20,31,30,9,6,9,7,8,9
lobos,0579,2,469,510,509,379,115,400,185,196,219,79,76,88,67,48,52,26,6,4,23,22,8,13,8
alberti,0011,2,439,450,448,394,380,392,90,21,82,229,98,95,36,18,15,33,10,10,41,185,5,5,3
san antonio de areco,0867,2,741,0,654,322,0,526,218,0,232,257,0,190,45,0,43,62,0,24,0,14,0,16,17
veinticinco de mayo,0985,2,455,430,429,375,321,331,129,124,156,92,75,85,64,63,38,83,12,13,26,31,4,7,6
bragado,0144,2,444,419,419,363,317,329,232,179,233,76,43,47,27,26,26,24,1,7,20,12,3,4,2
pergamino,0754,2,348,465,463,279,347,357,130,181,205,79,57,77,44,36,23,21,17,8,32,32,1,9,1
coronel de marina l. rosales,0248A,2,407,450,450,325,296,335,123,135,179,99,67,86,54,30,22,32,17,9,32,26,7,11,12
olavarria,0725,2,569,572,220,426,328,153,162,143,90,64,46,22,126,97,30,54,16,4,5,4,4,3,10
balcarce,0101,2,481,459,459,108,317,327,168,147,178,69,45,47,80,63,54,39,34,4,18,25,3,6,7
san andres de giles,0863A,2,404,405,405,335,317,326,78,104,126,100,118,132,82,41,37,54,26,19,9,5,3,4,6
saladillo,0850,2,426,402,400,346,296,302,169,147,162,102,86,83,22,30,20,49,9,12,9,14,5,6,2
bragado,0145,2,461,422,422,99,316,344,211,185,223,100,59,73,59,42,24,12,7,6,12,11,1,6,1
exaltacion de la cruz,0296,2,441,395,395,347,285,297,128,122,142,107,79,76,67,33,27,28,25,34,12,13,1,4,3
nueve de julio,0705A,2,383,383,383,339,304,324,119,134,169,116,69,75,51,44,44,39,9,5,23,14,8,13,4
loberia,0568A,2,396,390,390,339,301,297,147,103,132,134,100,117,24,53,25,28,14,8,13,3,4,10,3
la plata,0497A,2,350,497,495,252,275,330,77,97,132,60,56,93,75,54,42,24,18,27,11,21,9,12,9
baradero,0106,2,392,397,395,303,292,304,94,106,137,105,57,73,60,51,35,25,41,39,16,9,6,11,6
zarate,1019,2,379,378,376,316,302,304,101,110,132,88,103,99,72,38,36,41,12,14,15,14,5,6,7
roque perez,0836,2,386,374,372,308,281,294,79,81,95,132,101,125,53,73,53,35,10,7,3,8,1,2,1
saladillo,0847,2,388,357,356,317,283,292,161,133,162,65,71,72,36,38,30,49,16,12,7,7,5,4,5
lobos,0581,2,378,378,378,313,254,296,156,127,198,69,37,46,47,39,19,34,12,8,22,21,3,4,2
baradero,0110,2,481,119,467,407,94,386,181,39,192,102,20,81,83,6,41,34,11,24,11,47,1,1,1
carlos tejedor,0171,2,353,356,356,334,157,323,159,126,166,116,74,84,28,43,32,27,20,18,12,22,2,1,1
general viamonte,0409,2,365,357,357,308,275,287,138,153,180,74,52,66,58,36,28,27,14,7,11,3,3,2,4
magdalena,0609,2,386,372,370,309,263,270,104,116,153,53,47,43,109,43,41,31,20,9,19,15,3,9,3
lobos,0576,2,396,374,373,320,270,146,151,128,152,88,68,67,43,20,28,33,15,10,19,24,5,7,2
nueve de julio,0707,2,348,348,348,300,279,277,121,143,165,108,39,46,41,41,28,23,18,9,22,18,0,8,2
general arenales,0316A,2,340,330,330,305,275,282,118,129,141,147,103,100,26,22,19,13,5,7,12,14,0,1,1
tapalque,0949,2,339,347,346,296,258,275,93,69,88,115,118,137,37,34,29,43,18,14,15,3,0,2,2
general la madrid,0335,2,353,337,337,306,253,274,152,143,169,89,54,59,32,30,29,25,10,7,2,3,3,6,2
leandro n. alem,0553,2,349,328,328,291,271,272,125,107,128,106,104,109,24,22,14,29,16,12,0,3,3,6,3
marcos paz,0624A,2,389,402,400,249,237,238,43,49,81,92,87,95,68,44,27,32,14,8,21,17,7,10,5
veinticinco de mayo,0990,2,352,321,320,288,283,257,124,106,165,32,34,33,92,46,35,34,23,20,4,1,3,3,4
mercedes,0646,2,384,352,352,301,109,256,108,99,123,97,45,67,52,34,35,36,12,7,23,20,2,4,3
junin,0456,2,321,326,327,258,250,250,124,114,141,63,52,62,53,28,15,15,8,8,19,14,7,8,3
san fernando,0882,2,423,406,406,238,187,194,67,50,71,88,44,54,43,34,27,26,14,10,23,21,4,11,7
monte,0657,2,350,329,327,151,235,255,109,124,145,90,43,59,65,32,22,30,12,12,14,12,4,3,3
pinamar,0339C,2,0,517,517,0,320,376,0,219,278,0,46,48,0,25,17,0,9,7,8,13,3,11,0
balcarce,0100,2,338,330,330,255,224,253,146,140,160,34,29,37,40,26,27,0,0,0,9,13,5,9,4
carlos casares,0165B,2,139,472,471,115,94,355,55,140,164,37,68,67,10,36,26,0,13,33,40,58,8,7,0
chivilcoy,0218,2,358,177,354,322,139,297,96,50,112,132,24,50,62,17,51,26,8,16,35,65,2,3,4
balcarce,0103A,2,314,313,313,263,227,255,125,131,171,47,18,21,58,24,31,16,12,6,16,16,5,10,7
brandsen,0152,2,303,306,304,265,236,238,62,72,99,118,80,86,27,37,29,37,24,8,6,4,7,10,11
pehuajo,0740,2,304,302,301,248,238,233,73,97,102,101,70,78,47,37,24,19,14,9,10,12,1,3,3
general villegas,0417,2,333,303,303,264,213,219,133,117,141,35,17,26,70,57,40,20,7,2,9,9,0,1,1
carlos casares,0167A,2,325,289,287,269,210,236,84,89,116,121,14,38,21,29,23,33,28,24,39,34,2,1,3
tres arroyos,0975B,2,350,201,403,282,151,157,102,59,153,97,42,102,61,25,39,8,9,5,8,8,3,7,5
roque perez,0834,2,340,294,293,250,203,213,99,107,123,68,48,43,44,31,29,29,6,7,1,8,4,3,6
veinticinco de mayo,0989,2,303,286,284,246,212,233,75,76,108,63,76,70,51,28,21,48,11,12,10,11,4,10,4
general villegas,0414,2,321,283,283,276,202,210,79,46,72,54,8,29,110,79,61,20,9,10,43,28,5,6,4
brandsen,0153,2,292,274,272,259,210,229,100,103,123,83,57,67,33,20,17,37,13,12,5,4,1,4,2
capitan sarmiento,0122,2,286,284,282,240,218,230,71,83,110,88,58,75,36,34,20,38,16,13,8,4,2,6,1
pergamino,0747A,2,257,295,294,221,228,235,102,112,147,57,37,40,27,24,23,30,14,6,19,12,6,7,3
las flores,0543,2,294,288,286,243,200,220,60,72,106,55,44,42,51,56,51,33,15,7,7,9,4,5,8
saavedra,0844,2,298,281,279,234,204,207,119,99,107,67,54,64,27,20,18,11,4,2,11,9,6,4,3
alberti,0012,2,327,288,287,274,221,0,89,77,95,121,50,40,21,17,11,38,15,16,55,76,2,4,4
general la madrid,0332,2,283,279,279,234,191,227,88,65,108,98,81,75,16,24,21,25,11,9,0,6,2,3,1
coronel de marina l. rosales,0249,2,298,269,269,249,193,208,123,97,120,46,40,40,32,32,26,24,13,6,7,14,2,2,6
general las heras,0548A,2,293,293,293,260,236,0,82,85,118,108,58,61,50,72,55,12,7,11,7,6,0,1,2
general viamonte,0406,2,283,275,275,231,201,208,85,91,112,76,64,60,36,21,14,29,11,7,5,5,3,10,4
laprida,0528,2,271,267,266,233,201,220,103,86,89,91,78,91,19,25,20,16,2,3,0,6,2,8,3
olavarria,0723,2,294,294,292,220,181,211,73,59,98,56,35,34,61,72,60,30,2,1,8,16,0,2,0
nueve de julio,0709,2,266,273,273,221,205,217,93,101,134,55,21,28,29,45,35,36,15,10,14,6,0,4,3
bolivar,0127,2,264,265,263,233,206,213,68,64,80,103,29,18,38,10,9,21,9,1,84,101,0,1,1
general lavalle,0338B,2,253,286,286,224,197,210,75,87,107,49,48,53,73,36,32,17,7,4,3,4,4,10,5
rivadavia,0819,2,289,279,279,221,189,205,136,92,125,15,25,32,36,37,23,28,21,10,6,10,1,5,3
general belgrano,0324,2,254,266,266,221,206,219,97,103,126,104,38,56,8,15,11,5,3,3,40,20,0,2,2
